[2025-03-17T06:23:23.956Z] [error]: HIDE::500::TypeError::(0 , import_cart2.getCartUpsert) is not a function::
[2025-03-17T07:25:52.424Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.421Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.424Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.427Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.427Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.419Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.429Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.424Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.425Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.427Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.429Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.430Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.432Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.428Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.430Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.431Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.425Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.432Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.434Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.435Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.437Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.429Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.432Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.437Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.429Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.436Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.437Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.441Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.440Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.438Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.441Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.439Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.441Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.435Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.441Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.443Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.443Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.444Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.438Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.440Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.441Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.443Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.443Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.445Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.442Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.444Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.446Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.448Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.434Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.450Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.439Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.447Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.448Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.443Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.445Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.452Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.447Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.449Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.450Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.452Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.452Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.454Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.451Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.456Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.447Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.450Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.452Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.456Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.457Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.453Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.460Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.452Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.457Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.448Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.449Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.460Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.459Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.461Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.463Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.463Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.459Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.464Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.462Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.466Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.464Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.460Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.462Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.463Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.467Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.468Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.456Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.461Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.470Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.474Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.474Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.472Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.474Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.467Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.470Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.475Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.474Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.475Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.477Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.478Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.477Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.473Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.474Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.476Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.477Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.479Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.480Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.476Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.477Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.478Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.479Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.479Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.481Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.482Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.482Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.483Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.482Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.483Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.485Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.482Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.485Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.487Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.487Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.487Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.488Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.487Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.488Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.490Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.492Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.490Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.476Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.481Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.486Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.487Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.488Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.489Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.491Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.488Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.495Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.496Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.496Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.496Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.496Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.494Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.495Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.497Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.497Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.498Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.498Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.499Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.494Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.500Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.500Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.502Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.506Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.501Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.503Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.504Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.506Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.508Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.509Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.508Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.509Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.478Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.508Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.512Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.513Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.511Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.514Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.515Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.516Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.496Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.511Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.513Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.504Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.507Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.511Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.511Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.513Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.514Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.505Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.516Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.518Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.513Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.516Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.520Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.508Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.517Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.516Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.518Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.523Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.525Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.524Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.527Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.457Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.458Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.459Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.497Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.533Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.531Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.530Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.534Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.511Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.513Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.526Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.528Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.524Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.533Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.536Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.532Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.531Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.532Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.517Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.519Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.524Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.536Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.538Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.535Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.538Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.538Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.541Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.542Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.541Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.542Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.543Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.546Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.546Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.546Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.542Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.544Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.545Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.546Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.547Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.536Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:52.544Z] [error]: HIDE::404::NotFound::Not found discount!::
